age_group,gender,category,budget_band,price_band,buy_freq,buy_factor,channel_main,review_consider,eco_interest,eco_paymore,brand_preference,style_pref
25-34,m,jas,<300k,sedang,Jarang,Trend,Offline,Tak pernah,Tertarik,Ya,hitam,formal
25-34,f,sweater,300-600k,sedang,Sering,Kualitas,Offline,Kadang,Tertarik,Tidak,vibrant,formal
25-34,m,celana,<300k,sedang,Sering,Kualitas,Offline,Selalu,Tertarik,Ya,biru,formal
25-34,m,jas,<300k,sedang,Sering,Merek,Sosmed,Tak pernah,Tertarik,Tidak,kuning,formal
25-34,m,celana,300-600k,sedang,Jarang,Harga,Offline,Selalu,Tertarik,Tidak,merah,kasual
25-34,f,sweater,300-600k,sedang,Jarang,Kualitas,Sosmed,Tak pernah,Tidak Tertarik,Mungkin,abu,kasual
25-34,f,kaos,<300k,murah,Jarang,Kualitas,Offline,Selalu,Tertarik,Tidak,vibrant,kasual
25-34,m,jas,300-600k,sedang,Jarang,Merek,Marketplace,Selalu,Tertarik,Tidak,putih,formal
25-34,m,kaos-kaki,300-600k,sedang,Sering,Harga,Marketplace,Tak pernah,Tertarik,Ya,hitam,formal
25-34,f,kaos-polo,300-600k,sedang,Jarang,Kualitas,Marketplace,Selalu,Tidak Tertarik,Ya,hitam,kasual
25-34,f,jas,<300k,murah,Sering,Harga,Marketplace,Sering,Tertarik,Tidak,abu,kasual
25-34,m,pakaian-pria,<300k,murah,Jarang,Merek,Offline,Tak pernah,Tidak Tertarik,Mungkin,pink,kasual
25-34,f,sweater,<300k,sedang,Sering,Harga,Sosmed,Selalu,Tertarik,Tidak,pastel,formal
25-34,f,jaket,<300k,murah,Jarang,Harga,Web brand,Tak pernah,Tertarik,Ya,abu,kasual
25-34,f,celana,<300k,sedang,Jarang,Trend,Marketplace,Selalu,Tertarik,Mungkin,earth,formal
25-34,f,sweater,<300k,murah,Jarang,Harga,Marketplace,Selalu,Tidak Tertarik,Mungkin,vibrant,formal
25-34,m,jaket,300-600k,sedang,Sering,Harga,Marketplace,Kadang,Tertarik,Ya,netral,formal
25-34,m,pakaian-pria,<300k,murah,Sering,Trend,Web brand,Kadang,Tertarik,Mungkin,earth,formal
25-34,f,jaket,300-600k,sedang,Sering,Kualitas,Web brand,Tak pernah,Tertarik,Mungkin,netral,formal
25-34,f,sweater,<300k,murah,Jarang,Harga,Marketplace,Kadang,Tertarik,Mungkin,merah,kasual
25-34,f,kaos,<300k,murah,Sering,Trend,Offline,Kadang,Tertarik,Ya,biru,formal
25-34,f,pakaian-pria,<300k,murah,Sering,Harga,Sosmed,Sering,Tidak Tertarik,Tidak,pastel,formal
25-34,f,\N,>600k,mahal,Jarang,Merek,Offline,Tak pernah,Tidak Tertarik,Tidak,vibrant,kasual
25-34,f,sweater,300-600k,sedang,Sering,Harga,Offline,Tak pernah,Tertarik,Tidak,kuning,formal
25-34,f,pakaian-pria,<300k,murah,Jarang,Kualitas,Marketplace,Tak pernah,Tertarik,Tidak,putih,kasual
25-34,m,sweater,300-600k,sedang,Jarang,Harga,Sosmed,Tak pernah,Tertarik,Ya,pastel,formal
25-34,m,sweater,300-600k,sedang,Sering,Harga,Sosmed,Kadang,Tertarik,Ya,pink,formal
25-34,m,jaket,300-600k,sedang,Sering,Merek,Sosmed,Kadang,Tertarik,Ya,earth,formal
25-34,f,jaket,<300k,murah,Sering,Harga,Sosmed,Selalu,Tidak Tertarik,Tidak,coklat,kasual
25-34,m,dress,300-600k,sedang,Jarang,Harga,Sosmed,Kadang,Tertarik,Ya,putih,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Sering,Trend,Sosmed,Tak pernah,Tidak Tertarik,Tidak,hijau,formal
25-34,f,sweater,<300k,sedang,Jarang,Harga,Sosmed,Tak pernah,Tidak Tertarik,Ya,hijau,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Kualitas,Web brand,Kadang,Tertarik,Mungkin,hijau,formal
25-34,m,jas,<300k,sedang,Jarang,Merek,Web brand,Kadang,Tertarik,Tidak,hijau,kasual
25-34,f,jaket,300-600k,sedang,Sering,Kualitas,Offline,Kadang,Tertarik,Ya,netral,formal
25-34,f,pakaian-pria,<300k,murah,Jarang,Trend,Offline,Kadang,Tertarik,Tidak,earth,kasual
25-34,m,kaos,<300k,murah,Jarang,Merek,Marketplace,Tak pernah,Tidak Tertarik,Ya,hijau,kasual
25-34,f,pakaian-pria,<300k,murah,Jarang,Harga,Marketplace,Kadang,Tidak Tertarik,Mungkin,hitam,kasual
25-34,m,kaos,<300k,sedang,Sering,Harga,Web brand,Selalu,Tertarik,Mungkin,vibrant,formal
25-34,f,jas,<300k,murah,Sering,Trend,Web brand,Selalu,Tertarik,Tidak,earth,formal
25-34,f,pakaian-pria,<300k,murah,Sering,Kualitas,Web brand,Tak pernah,Tertarik,Ya,kuning,kasual
25-34,m,pakaian-pria,<300k,murah,Sering,Kualitas,Offline,Sering,Tertarik,Mungkin,hijau,formal
25-34,m,jaket,300-600k,sedang,Jarang,Merek,Offline,Sering,Tidak Tertarik,Tidak,pastel,kasual
25-34,f,pakaian-pria,<300k,murah,Jarang,Trend,Marketplace,Sering,Tidak Tertarik,Mungkin,putih,kasual
25-34,f,pakaian-pria,300-600k,sedang,Jarang,Kualitas,Sosmed,Selalu,Tertarik,Mungkin,kuning,formal
25-34,m,kaos,<300k,murah,Sering,Kualitas,Web brand,Kadang,Tertarik,Ya,merah,formal
25-34,f,pakaian-pria,<300k,sedang,Jarang,Merek,Sosmed,Tak pernah,Tidak Tertarik,Mungkin,hijau,formal
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Web brand,Tak pernah,Tertarik,Mungkin,hitam,formal
25-34,f,pakaian-pria,<300k,murah,Sering,Harga,Sosmed,Selalu,Tidak Tertarik,Tidak,netral,kasual
25-34,f,kaos,300-600k,sedang,Sering,Merek,Web brand,Tak pernah,Tertarik,Ya,netral,kasual
25-34,f,pakaian-pria,<300k,sedang,Jarang,Harga,Sosmed,Sering,Tertarik,Tidak,abu,formal
25-34,f,kemeja-casual,300-600k,sedang,Sering,Trend,Offline,Tak pernah,Tertarik,Tidak,vibrant,formal
25-34,m,sweater,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Tertarik,Tidak,biru,formal
25-34,f,jas,<300k,sedang,Sering,Merek,Marketplace,Tak pernah,Tertarik,Tidak,putih,kasual
25-34,f,kaos,<300k,murah,Jarang,Kualitas,Web brand,Kadang,Tertarik,Ya,earth,formal
25-34,m,kaos,<300k,murah,Sering,Merek,Offline,Selalu,Tertarik,Ya,hitam,formal
25-34,f,jaket,300-600k,sedang,Jarang,Kualitas,Web brand,Sering,Tertarik,Mungkin,biru,kasual
25-34,m,jas,300-600k,sedang,Sering,Harga,Marketplace,Kadang,Tertarik,Ya,vibrant,kasual
25-34,m,jas,<300k,sedang,Sering,Harga,Offline,Selalu,Tidak Tertarik,Tidak,hitam,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Trend,Sosmed,Kadang,Tertarik,Tidak,hitam,formal
25-34,m,jas,<300k,murah,Sering,Harga,Sosmed,Selalu,Tertarik,Mungkin,vibrant,formal
25-34,m,pakaian-wanita,300-600k,sedang,Sering,Kualitas,Web brand,Kadang,Tertarik,Ya,putih,formal
25-34,m,jaket,<300k,murah,Jarang,Kualitas,Offline,Kadang,Tertarik,Ya,coklat,kasual
25-34,m,kemeja-casual,300-600k,sedang,Sering,Harga,Offline,Sering,Tertarik,Ya,hitam,kasual
25-34,m,kaos,300-600k,sedang,Sering,Trend,Sosmed,Tak pernah,Tidak Tertarik,Tidak,hijau,formal
25-34,f,jas,<300k,sedang,Sering,Trend,Marketplace,Selalu,Tertarik,Mungkin,hitam,kasual
25-34,m,kaos,<300k,murah,Sering,Merek,Offline,Sering,Tertarik,Mungkin,netral,formal
25-34,m,kaos,300-600k,sedang,Sering,Kualitas,Web brand,Tak pernah,Tertarik,Ya,merah,kasual
25-34,m,kaos-kaki,300-600k,sedang,Jarang,Kualitas,Marketplace,Kadang,Tertarik,Tidak,abu,formal
25-34,f,jas,<300k,sedang,Jarang,Merek,Sosmed,Tak pernah,Tertarik,Mungkin,vibrant,formal
25-34,m,kemeja-casual,300-600k,sedang,Jarang,Harga,Offline,Sering,Tertarik,Ya,hijau,formal
25-34,f,jas,<300k,murah,Jarang,Kualitas,Web brand,Sering,Tertarik,Tidak,pink,kasual
25-34,f,jaket,<300k,murah,Jarang,Harga,Sosmed,Tak pernah,Tertarik,Tidak,abu,kasual
25-34,f,jas,<300k,sedang,Sering,Kualitas,Web brand,Tak pernah,Tertarik,Ya,earth,kasual
25-34,f,kemeja-casual,300-600k,sedang,Sering,Kualitas,Web brand,Kadang,Tertarik,Mungkin,coklat,kasual
25-34,m,pakaian-pria,<300k,murah,Sering,Merek,Sosmed,Tak pernah,Tertarik,Tidak,kuning,formal
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Sering,Tidak Tertarik,Mungkin,netral,kasual
25-34,m,sweater,<300k,murah,Sering,Harga,Marketplace,Tak pernah,Tidak Tertarik,Mungkin,kuning,kasual
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Web brand,Tak pernah,Tidak Tertarik,Ya,earth,formal
25-34,f,celana,<300k,sedang,Sering,Trend,Marketplace,Sering,Tidak Tertarik,Ya,pastel,formal
25-34,f,jaket,300-600k,sedang,Jarang,Merek,Web brand,Kadang,Tertarik,Ya,kuning,kasual
25-34,f,kaos,300-600k,sedang,Sering,Trend,Web brand,Tak pernah,Tertarik,Ya,hijau,kasual
25-34,m,aksesori,<300k,murah,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,formal
25-34,m,jaket,300-600k,sedang,Jarang,Merek,Web brand,Tak pernah,Tertarik,Mungkin,abu,formal
25-34,m,pakaian-wanita,300-600k,sedang,Sering,Kualitas,Sosmed,Kadang,Tertarik,Ya,hitam,kasual
25-34,f,celana,<300k,sedang,Jarang,Kualitas,Offline,Selalu,Tertarik,Tidak,coklat,kasual
25-34,f,pakaian-wanita,<300k,sedang,Jarang,Kualitas,Offline,Tak pernah,Tertarik,Ya,earth,kasual
25-34,m,celana,<300k,sedang,Sering,Merek,Web brand,Sering,Tertarik,Ya,pastel,kasual
25-34,m,jaket,<300k,murah,Jarang,Merek,Offline,Tak pernah,Tertarik,Mungkin,pastel,formal
25-34,m,pakaian-pria,<300k,murah,Jarang,Trend,Marketplace,Sering,Tertarik,Mungkin,hijau,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Sering,Trend,Offline,Kadang,Tertarik,Ya,earth,formal
25-34,f,jas,<300k,sedang,Sering,Kualitas,Sosmed,Tak pernah,Tidak Tertarik,Ya,hitam,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Selalu,Tertarik,Mungkin,netral,kasual
25-34,m,kaos,300-600k,sedang,Sering,Trend,Sosmed,Sering,Tidak Tertarik,Tidak,merah,formal
25-34,f,kaos,<300k,murah,Sering,Trend,Sosmed,Kadang,Tertarik,Ya,coklat,kasual
25-34,f,kaos-kaki,300-600k,sedang,Jarang,Merek,Offline,Tak pernah,Tidak Tertarik,Tidak,putih,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Selalu,Tidak Tertarik,Mungkin,earth,formal
25-34,m,kaos,300-600k,sedang,Sering,Kualitas,Offline,Sering,Tertarik,Tidak,putih,formal
25-34,f,dress,300-600k,sedang,Jarang,Kualitas,Web brand,Selalu,Tertarik,Mungkin,merah,kasual
25-34,f,jaket,300-600k,sedang,Sering,Kualitas,Sosmed,Tak pernah,Tidak Tertarik,Ya,hitam,kasual
25-34,m,jas,300-600k,sedang,Sering,Trend,Web brand,Sering,Tertarik,Ya,hijau,formal
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Marketplace,Selalu,Tertarik,Tidak,biru,formal
25-34,m,celana,<300k,sedang,Sering,Harga,Marketplace,Kadang,Tidak Tertarik,Ya,hitam,formal
25-34,f,kemeja-casual,300-600k,sedang,Sering,Harga,Sosmed,Selalu,Tertarik,Tidak,netral,kasual
25-34,m,kaos,300-600k,sedang,Sering,Harga,Marketplace,Tak pernah,Tidak Tertarik,Mungkin,pastel,kasual
25-34,m,jas,<300k,sedang,Sering,Harga,Offline,Selalu,Tertarik,Ya,hijau,kasual
25-34,m,aksesori,<300k,murah,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,hijau,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Offline,Tak pernah,Tertarik,Ya,netral,kasual
25-34,f,jaket,300-600k,sedang,Jarang,Merek,Marketplace,Selalu,Tertarik,Tidak,pastel,formal
25-34,f,aksesori,<300k,murah,Sering,Kualitas,Offline,Kadang,Tertarik,Tidak,vibrant,formal
25-34,m,sweater,<300k,murah,Jarang,Merek,Sosmed,Sering,Tertarik,Mungkin,hitam,kasual
25-34,m,pakaian-pria,<300k,murah,Jarang,Merek,Sosmed,Kadang,Tidak Tertarik,Tidak,biru,formal
25-34,m,pakaian-pria,<300k,murah,Jarang,Trend,Marketplace,Tak pernah,Tidak Tertarik,Ya,vibrant,kasual
25-34,f,sweater,300-600k,sedang,Sering,Trend,Offline,Kadang,Tertarik,Tidak,vibrant,kasual
25-34,m,aksesori,<300k,murah,Sering,Harga,Web brand,Selalu,Tertarik,Ya,putih,formal
25-34,f,pakaian-pria,<300k,sedang,Sering,Merek,Offline,Tak pernah,Tidak Tertarik,Ya,biru,kasual
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Offline,Kadang,Tertarik,Tidak,netral,formal
25-34,f,kaos,<300k,murah,Jarang,Trend,Sosmed,Tak pernah,Tertarik,Mungkin,coklat,formal
25-34,m,kaos-kaki,<300k,sedang,Jarang,Trend,Sosmed,Kadang,Tertarik,Ya,hijau,formal
25-34,m,pakaian-pria,300-600k,sedang,Sering,Kualitas,Offline,Selalu,Tertarik,Mungkin,biru,formal
25-34,f,celana,<300k,sedang,Sering,Trend,Offline,Kadang,Tertarik,Ya,biru,formal
25-34,f,pakaian-pria,<300k,murah,Jarang,Kualitas,Sosmed,Sering,Tidak Tertarik,Mungkin,pastel,kasual
25-34,f,celana,<300k,sedang,Jarang,Trend,Web brand,Sering,Tidak Tertarik,Mungkin,vibrant,formal
