age_group,gender,category,budget_band,price_band,buy_freq,buy_factor,channel_main,review_consider,eco_interest,eco_paymore,brand_preference,style_pref
25-34,f,kaos,100-300k,sedang,Beberapa bulan,Trend,Offline,Selalu,Tidak tertarik,Mungkin,vibrant,klasik
25-34,m,sweater,100-300k,murah,Beberapa bulan,Trend,Offline,Kadang,Tidak tertarik,Ya,netral,klasik
25-34,f,kaos,100-300k,murah,Jarang,Trend,Offline,Sering,Agak tertarik,Ya,abu,formal
25-34,m,jas,100-300k,sedang,Beberapa bulan,Trend,Sosmed,Kadang,Tertarik,Tidak,netral,formal
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Marketplace,Selalu,Tertarik,Tidak,biru,formal
25-34,m,jas,100-300k,sedang,Setiap minggu,Merek,Offline,Sering,Tertarik,Ya,netral,klasik
25-34,f,jas,300-600k,sedang,Setiap bulan,Trend,Sosmed,Kadang,Tidak tertarik,Mungkin,hitam,formal
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Selalu,Agak tertarik,Mungkin,netral,kasual
25-34,f,jaket,100-300k,murah,Setiap minggu,Harga,Marketplace,Kadang,Agak tertarik,Tidak,hitam,kasual
25-34,m,kaos,300-600k,sedang,Setiap bulan,Trend,Marketplace,Sering,Tidak tertarik,Mungkin,coklat,formal
25-34,f,kaos-polo,100-300k,sedang,Jarang,Merek,Marketplace,Kadang,Tertarik,Ya,biru,formal
25-34,f,pakaian-pria,100-300k,sedang,Beberapa bulan,Trend,Sosmed,Selalu,Agak tertarik,Ya,pastel,klasik
25-34,f,pakaian-pria,100-300k,sedang,Jarang,Harga,Sosmed,Sering,Tertarik,Tidak,abu,formal
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Trend,Offline,Kadang,Tidak tertarik,Mungkin,earth,kasual
25-34,f,kaos,100-300k,murah,Beberapa bulan,Merek,Offline,Selalu,Tidak tertarik,Tidak,earth,klasik
25-34,m,sweater,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Tertarik,Tidak,biru,klasik
25-34,f,kaos-polo,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Mungkin,pastel,kasual
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Kadang,Agak tertarik,Mungkin,hijau,klasik
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Selalu,Tidak tertarik,Ya,hitam,formal
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Trend,Web brand,Tak pernah,Agak tertarik,Mungkin,putih,kasual
18-24,m,jaket,100-300k,murah,Setiap bulan,Harga,Marketplace,Sering,Agak tertarik,Mungkin,netral,kasual
25-34,m,kaos,100-300k,murah,Beberapa bulan,Merek,Marketplace,Tak pernah,Tidak tertarik,Ya,hijau,kasual
25-34,f,jaket,100-300k,murah,Setiap minggu,Merek,Web brand,Selalu,Agak tertarik,Tidak,pastel,klasik
25-34,m,kaos,<100k,murah,Beberapa bulan,Merek,Marketplace,Kadang,Tidak tertarik,Ya,earth,klasik
25-34,f,kaos,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Tidak,pink,kasual
25-34,f,kaos,300-600k,sedang,Setiap bulan,Kualitas,Sosmed,Kadang,Agak tertarik,Mungkin,pink,formal
25-34,f,kaos-polo,300-600k,sedang,Jarang,Harga,Web brand,Kadang,Tidak tertarik,Mungkin,biru,kasual
25-34,m,kaos,100-300k,sedang,Setiap bulan,Harga,Web brand,Selalu,Agak tertarik,Mungkin,vibrant,klasik
25-34,f,kaos,100-300k,murah,Setiap minggu,Kualitas,Web brand,Kadang,Agak tertarik,Ya,netral,kasual
25-34,f,celana,300-600k,sedang,Setiap minggu,Trend,Web brand,Kadang,Agak tertarik,Tidak,earth,klasik
25-34,m,kaos-polo,300-600k,sedang,Setiap bulan,Merek,Offline,Selalu,Agak tertarik,Ya,vibrant,klasik
25-34,f,jaket,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,pastel,kasual
25-34,m,jas,100-300k,sedang,Setiap minggu,Trend,Offline,Sering,Agak tertarik,Tidak,earth,klasik
25-34,m,kaos,300-600k,sedang,Setiap minggu,Trend,Web brand,Tak pernah,Agak tertarik,Tidak,biru,kasual
25-34,m,sweater,300-600k,sedang,Setiap bulan,Harga,Sosmed,Kadang,Tertarik,Ya,pink,formal
25-34,m,kaos-polo,100-300k,sedang,Setiap bulan,Trend,Web brand,Kadang,Agak tertarik,Mungkin,putih,kasual
25-34,m,celana,300-600k,sedang,Beberapa bulan,Harga,Offline,Selalu,Tertarik,Tidak,merah,kasual
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Mungkin,netral,kasual
25-34,m,kaos,300-600k,sedang,Setiap bulan,Trend,Offline,Tak pernah,Tertarik,Ya,merah,kasual
25-34,f,jas,300-600k,sedang,Setiap bulan,Harga,Sosmed,Sering,Tidak tertarik,Tidak,pastel,kasual
25-34,m,kaos,<100k,murah,Setiap minggu,Merek,Marketplace,Tak pernah,Tertarik,Ya,putih,kasual
25-34,f,jaket,300-600k,sedang,Jarang,Harga,Sosmed,Kadang,Agak tertarik,Tidak,pastel,kasual
25-34,m,kaos-polo,<100k,murah,Beberapa bulan,Harga,Web brand,Kadang,Agak tertarik,Ya,pastel,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Trend,Offline,Kadang,Agak tertarik,Mungkin,putih,klasik
25-34,m,kaos,100-300k,murah,Jarang,Merek,Sosmed,Sering,Tertarik,Ya,hitam,kasual
25-34,f,pakaian-wanita,<100k,murah,Setiap minggu,Kualitas,Sosmed,Sering,Tertarik,Ya,hijau,kasual
25-34,f,jaket,100-300k,murah,Jarang,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,putih,klasik
25-34,m,dress,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Tidak,earth,klasik
25-34,f,celana,100-300k,sedang,Setiap minggu,Trend,Web brand,Tak pernah,Agak tertarik,Tidak,abu,kasual
25-34,f,kaos,100-300k,murah,Setiap minggu,Merek,Sosmed,Kadang,Tidak tertarik,Tidak,coklat,formal
25-34,m,jas,<100k,murah,Setiap bulan,Harga,Sosmed,Selalu,Agak tertarik,Mungkin,vibrant,formal
25-34,f,kaos,300-600k,sedang,Setiap minggu,Harga,Sosmed,Sering,Agak tertarik,Ya,kuning,klasik
25-34,m,jaket,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Tidak,merah,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Sering,Tertarik,Tidak,kuning,kasual
25-34,f,jas,100-300k,sedang,Setiap bulan,Merek,Offline,Tak pernah,Tidak tertarik,Tidak,netral,formal
25-34,m,celana,100-300k,sedang,Setiap minggu,Harga,Marketplace,Kadang,Tidak tertarik,Ya,hitam,formal
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Merek,Sosmed,Sering,Tidak tertarik,Tidak,vibrant,formal
25-34,f,jas,<100k,murah,Setiap bulan,Kualitas,Sosmed,Sering,Agak tertarik,Ya,putih,klasik
25-34,f,pakaian-pria,100-300k,murah,Jarang,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,hitam,kasual
25-34,m,sweater,100-300k,murah,Setiap minggu,Harga,Marketplace,Tak pernah,Tidak tertarik,Mungkin,kuning,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Trend,Web brand,Sering,Tidak tertarik,Tidak,hitam,klasik
25-34,f,jas,100-300k,sedang,Setiap minggu,Kualitas,Offline,Sering,Tidak tertarik,Tidak,putih,klasik
25-34,f,pakaian-pria,100-300k,murah,Beberapa bulan,Kualitas,Offline,Sering,Tidak tertarik,Ya,merah,kasual
25-34,m,sweater,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Tak pernah,Agak tertarik,Ya,pastel,klasik
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Selalu,Agak tertarik,Tidak,biru,kasual
25-34,f,celana,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Sering,Tidak tertarik,Tidak,coklat,klasik
25-34,m,jas,<100k,murah,Setiap minggu,Kualitas,Web brand,Kadang,Tertarik,Tidak,pastel,klasik
25-34,f,kaos-kaki,300-600k,sedang,Setiap minggu,Trend,Web brand,Sering,Tertarik,Mungkin,pastel,klasik
25-34,m,pakaian-pria,<100k,murah,Beberapa bulan,Merek,Offline,Kadang,Agak tertarik,Mungkin,kuning,formal
25-34,m,pakaian-pria,300-600k,sedang,Jarang,Harga,Sosmed,Selalu,Agak tertarik,Mungkin,hijau,klasik
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Harga,Offline,Selalu,Tertarik,Tidak,coklat,klasik
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Tak pernah,Tertarik,Ya,merah,formal
25-34,m,jas,300-600k,sedang,Setiap bulan,Harga,Web brand,Tak pernah,Tidak tertarik,Ya,netral,klasik
25-34,m,jaket,100-300k,murah,Jarang,Merek,Offline,Sering,Agak tertarik,Mungkin,putih,formal
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,abu,klasik
25-34,m,kaos,300-600k,sedang,Setiap minggu,Kualitas,Web brand,Tak pernah,Tertarik,Ya,merah,kasual
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Merek,Web brand,Tak pernah,Agak tertarik,Mungkin,abu,formal
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Merek,Marketplace,Tak pernah,Tidak tertarik,Ya,putih,klasik
25-34,m,jaket,300-600k,sedang,Setiap bulan,Harga,Sosmed,Selalu,Tertarik,Ya,biru,formal
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Ya,hitam,kasual
25-34,f,kaos,100-300k,murah,Beberapa bulan,Trend,Web brand,Kadang,Agak tertarik,Mungkin,merah,formal
25-34,f,jas,100-300k,sedang,Beberapa bulan,Merek,Marketplace,Selalu,Tertarik,Mungkin,hitam,klasik
25-34,m,\N,>600k,mahal,Beberapa bulan,Merek,Offline,Sering,Tidak tertarik,Mungkin,earth,kasual
25-34,m,kaos,100-300k,sedang,Jarang,Trend,Web brand,Tak pernah,Tidak tertarik,Ya,biru,formal
25-34,f,pakaian-wanita,100-300k,murah,Setiap minggu,Trend,Web brand,Sering,Tertarik,Mungkin,putih,klasik
25-34,m,kaos-kaki,100-300k,sedang,Setiap minggu,Merek,Sosmed,Tak pernah,Tidak tertarik,Ya,abu,formal
25-34,m,jas,<100k,murah,Jarang,Merek,Web brand,Selalu,Tertarik,Tidak,vibrant,formal
25-34,m,kemeja-casual,300-600k,sedang,Jarang,Merek,Offline,Selalu,Tidak tertarik,Mungkin,putih,kasual
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Offline,Kadang,Agak tertarik,Tidak,earth,formal
25-34,f,pakaian-pria,300-600k,sedang,Setiap minggu,Trend,Marketplace,Sering,Tertarik,Mungkin,merah,klasik
25-34,m,kaos,<100k,murah,Setiap bulan,Harga,Marketplace,Selalu,Tertarik,Mungkin,abu,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Kualitas,Offline,Selalu,Tidak tertarik,Tidak,vibrant,formal
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Sosmed,Kadang,Tertarik,Ya,vibrant,klasik
25-34,f,pakaian-pria,100-300k,sedang,Beberapa bulan,Trend,Sosmed,Sering,Tertarik,Ya,netral,klasik
25-34,f,jas,<100k,murah,Setiap bulan,Kualitas,Sosmed,Sering,Agak tertarik,Ya,vibrant,kasual
25-34,f,kaos-polo,<100k,murah,Jarang,Trend,Sosmed,Sering,Tertarik,Mungkin,biru,formal
25-34,f,pakaian-pria,100-300k,murah,Jarang,Kualitas,Marketplace,Sering,Agak tertarik,Ya,kuning,klasik
25-34,m,kaos,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Ya,hitam,formal
25-34,f,kaos,100-300k,murah,Beberapa bulan,Merek,Offline,Selalu,Tertarik,Tidak,pink,formal
25-34,f,pakaian-wanita,100-300k,murah,Setiap minggu,Trend,Web brand,Sering,Tertarik,Mungkin,putih,kasual
25-34,m,kaos-kaki,100-300k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,abu,formal
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Sosmed,Sering,Agak tertarik,Mungkin,pink,kasual
25-34,m,sweater,100-300k,sedang,Jarang,Trend,Sosmed,Selalu,Agak tertarik,Tidak,hitam,formal
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Web brand,Tak pernah,Tidak tertarik,Ya,earth,formal
25-34,f,sweater,<100k,murah,Setiap bulan,Trend,Web brand,Kadang,Tertarik,Ya,earth,formal
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Kualitas,Offline,Tak pernah,Tidak tertarik,Mungkin,vibrant,formal
25-34,f,kaos,300-600k,sedang,Setiap bulan,Trend,Marketplace,Kadang,Agak tertarik,Ya,putih,kasual
25-34,m,jas,300-600k,sedang,Jarang,Merek,Offline,Kadang,Agak tertarik,Mungkin,abu,kasual
25-34,m,jaket,100-300k,murah,Setiap bulan,Kualitas,Marketplace,Tak pernah,Agak tertarik,Mungkin,hitam,formal
25-34,m,pakaian-wanita,100-300k,murah,Jarang,Harga,Web brand,Sering,Tidak tertarik,Mungkin,pastel,klasik
25-34,f,kaos,300-600k,sedang,Setiap minggu,Merek,Marketplace,Tak pernah,Tidak tertarik,Tidak,merah,formal
25-34,m,pakaian-pria,100-300k,sedang,Beberapa bulan,Kualitas,Offline,Selalu,Tidak tertarik,Ya,kuning,klasik
25-34,f,kemeja-casual,300-600k,sedang,Setiap minggu,Trend,Web brand,Tak pernah,Agak tertarik,Ya,pastel,klasik
25-34,f,celana,100-300k,sedang,Setiap bulan,Trend,Offline,Selalu,Agak tertarik,Tidak,coklat,klasik
25-34,f,sweater,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Tak pernah,Tertarik,Tidak,hitam,formal
25-34,m,kaos,100-300k,murah,Setiap minggu,Trend,Offline,Sering,Agak tertarik,Tidak,earth,kasual
25-34,m,kaos-kaki,100-300k,sedang,Setiap minggu,Harga,Offline,Tak pernah,Tertarik,Tidak,abu,formal
25-34,f,pakaian-pria,100-300k,sedang,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,hijau,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Web brand,Kadang,Tertarik,Mungkin,netral,kasual
25-34,m,jas,100-300k,sedang,Setiap bulan,Harga,Offline,Sering,Tertarik,Ya,hitam,kasual
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Marketplace,Sering,Tertarik,Tidak,pastel,formal
25-34,m,kaos-polo,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Sering,Tertarik,Mungkin,putih,kasual
25-34,f,pakaian-pria,100-300k,murah,Jarang,Harga,Sosmed,Kadang,Agak tertarik,Mungkin,pink,formal
25-34,f,kaos-polo,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Kadang,Tertarik,Mungkin,earth,kasual
25-34,m,kaos,100-300k,murah,Beberapa bulan,Merek,Offline,Sering,Tidak tertarik,Tidak,vibrant,kasual
25-34,f,sweater,300-600k,sedang,Setiap bulan,Harga,Sosmed,Kadang,Agak tertarik,Mungkin,putih,klasik
25-34,m,kaos,300-600k,sedang,Setiap minggu,Kualitas,Offline,Selalu,Agak tertarik,Tidak,pastel,klasik
25-34,f,kaos,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Ya,merah,klasik
25-34,m,jas,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Tidak,merah,klasik
25-34,m,jas,300-600k,sedang,Setiap minggu,Trend,Web brand,Sering,Tertarik,Ya,hijau,formal
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Tidak,pink,kasual
25-34,f,kaos,300-600k,sedang,Setiap minggu,Harga,Marketplace,Sering,Tidak tertarik,Ya,pastel,kasual
25-34,f,jaket,300-600k,sedang,Setiap bulan,Kualitas,Sosmed,Tak pernah,Tidak tertarik,Ya,hitam,kasual
25-34,m,pakaian-pria,<100k,murah,Jarang,Merek,Sosmed,Kadang,Tidak tertarik,Tidak,biru,klasik
25-34,m,jaket,100-300k,murah,Jarang,Harga,Marketplace,Tak pernah,Tertarik,Ya,merah,kasual
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Merek,Web brand,Tak pernah,Agak tertarik,Mungkin,abu,klasik
25-34,m,jaket,100-300k,murah,Setiap bulan,Kualitas,Offline,Tak pernah,Tertarik,Tidak,abu,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Tidak,pink,kasual
25-34,f,jaket,100-300k,sedang,Jarang,Merek,Marketplace,Tak pernah,Agak tertarik,Tidak,pink,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Tak pernah,Agak tertarik,Mungkin,putih,formal
25-34,f,jas,300-600k,sedang,Beberapa bulan,Trend,Sosmed,Selalu,Agak tertarik,Ya,pastel,klasik
25-34,m,jaket,100-300k,murah,Jarang,Merek,Offline,Sering,Agak tertarik,Mungkin,putih,formal
25-34,f,kaos,100-300k,murah,Beberapa bulan,Kualitas,Marketplace,Sering,Tidak tertarik,Tidak,abu,formal
25-34,m,jaket,300-600k,sedang,Setiap bulan,Merek,Sosmed,Kadang,Tidak tertarik,Mungkin,netral,klasik
25-34,f,kaos,100-300k,sedang,Jarang,Harga,Sosmed,Selalu,Tidak tertarik,Mungkin,pastel,klasik
25-34,f,pakaian-wanita,100-300k,sedang,Setiap bulan,Merek,Marketplace,Selalu,Tertarik,Tidak,putih,klasik
25-34,f,jaket,300-600k,sedang,Beberapa bulan,Merek,Web brand,Selalu,Tertarik,Ya,putih,klasik
25-34,f,\N,>600k,mahal,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Mungkin,earth,kasual
25-34,m,kaos-polo,300-600k,sedang,Jarang,Harga,Sosmed,Selalu,Agak tertarik,Tidak,pastel,klasik
25-34,m,pakaian-pria,100-300k,murah,Jarang,Trend,Web brand,Tak pernah,Agak tertarik,Ya,vibrant,formal
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Kualitas,Offline,Tak pernah,Tertarik,Tidak,abu,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Offline,Tak pernah,Tertarik,Ya,netral,kasual
25-34,m,sweater,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Tertarik,Ya,putih,formal
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Merek,Marketplace,Kadang,Tertarik,Ya,hitam,kasual
25-34,m,kaos-polo,300-600k,sedang,Beberapa bulan,Trend,Web brand,Tak pernah,Tertarik,Ya,putih,klasik
25-34,m,\N,>600k,mahal,Beberapa bulan,Merek,Offline,Sering,Tidak tertarik,Mungkin,putih,formal
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Agak tertarik,Ya,hijau,klasik
25-34,m,kaos,100-300k,murah,Beberapa bulan,Merek,Sosmed,Kadang,Tidak tertarik,Mungkin,putih,klasik
25-34,m,kaos,100-300k,murah,Setiap minggu,Kualitas,Offline,Tak pernah,Agak tertarik,Mungkin,abu,kasual
25-34,m,pakaian-pria,300-600k,sedang,Setiap minggu,Kualitas,Offline,Selalu,Tertarik,Mungkin,biru,klasik
25-34,m,kaos,<100k,murah,Setiap minggu,Kualitas,Offline,Kadang,Agak tertarik,Mungkin,earth,kasual
25-34,f,jas,100-300k,sedang,Beberapa bulan,Merek,Offline,Kadang,Tidak tertarik,Mungkin,vibrant,klasik
25-34,m,jaket,300-600k,sedang,Setiap minggu,Harga,Sosmed,Kadang,Tertarik,Tidak,hitam,kasual
25-34,f,sweater,<100k,murah,Setiap minggu,Merek,Sosmed,Selalu,Agak tertarik,Ya,putih,klasik
25-34,f,kaos,<100k,murah,Jarang,Merek,Web brand,Selalu,Agak tertarik,Ya,coklat,kasual
25-34,f,aksesori,<100k,murah,Setiap minggu,Merek,Sosmed,Selalu,Tidak tertarik,Tidak,pink,formal
25-34,m,jaket,100-300k,murah,Setiap bulan,Kualitas,Web brand,Sering,Tertarik,Mungkin,vibrant,formal
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Tak pernah,Agak tertarik,Tidak,netral,kasual
25-34,f,pakaian-pria,<100k,murah,Beberapa bulan,Harga,Web brand,Kadang,Agak tertarik,Mungkin,putih,klasik
25-34,f,kemeja-casual,300-600k,sedang,Beberapa bulan,Trend,Sosmed,Selalu,Tertarik,Ya,vibrant,formal
25-34,f,jas,100-300k,sedang,Setiap bulan,Harga,Offline,Tak pernah,Tertarik,Tidak,abu,kasual
25-34,m,sweater,300-600k,sedang,Jarang,Harga,Offline,Tak pernah,Tertarik,Ya,putih,klasik
25-34,f,kaos,100-300k,murah,Jarang,Harga,Web brand,Tak pernah,Agak tertarik,Mungkin,pink,klasik
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Marketplace,Sering,Tertarik,Tidak,hitam,formal
25-34,m,jaket,100-300k,murah,Setiap minggu,Harga,Marketplace,Selalu,Agak tertarik,Mungkin,hitam,klasik
25-34,f,sweater,100-300k,murah,Jarang,Harga,Marketplace,Kadang,Agak tertarik,Mungkin,merah,kasual
25-34,f,jas,<100k,murah,Beberapa bulan,Trend,Web brand,Sering,Tertarik,Tidak,merah,formal
25-34,m,jaket,100-300k,murah,Beberapa bulan,Merek,Offline,Tak pernah,Agak tertarik,Mungkin,pastel,klasik
25-34,f,sweater,100-300k,sedang,Setiap minggu,Harga,Sosmed,Selalu,Tidak tertarik,Mungkin,netral,klasik
25-34,f,jas,300-600k,sedang,Jarang,Harga,Web brand,Tak pernah,Tertarik,Ya,putih,klasik
25-34,m,kaos,100-300k,murah,Setiap bulan,Kualitas,Marketplace,Kadang,Tertarik,Mungkin,netral,formal
25-34,f,pakaian-pria,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Kadang,Tertarik,Tidak,putih,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Offline,Tak pernah,Tertarik,Ya,hitam,kasual
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Kualitas,Sosmed,Selalu,Agak tertarik,Ya,merah,formal
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,earth,formal
25-34,m,celana,300-600k,sedang,Jarang,Trend,Marketplace,Kadang,Agak tertarik,Ya,merah,kasual
25-34,f,pakaian-pria,100-300k,sedang,Setiap bulan,Merek,Offline,Tak pernah,Tidak tertarik,Ya,biru,kasual
25-34,m,kaos,<100k,murah,Beberapa bulan,Trend,Sosmed,Kadang,Tertarik,Tidak,netral,klasik
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Trend,Marketplace,Tak pernah,Agak tertarik,Ya,earth,formal
25-34,f,pakaian-pria,300-600k,sedang,Jarang,Kualitas,Marketplace,Tak pernah,Tidak tertarik,Mungkin,hijau,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Trend,Marketplace,Sering,Tertarik,Ya,pink,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Trend,Sosmed,Tak pernah,Agak tertarik,Ya,merah,formal
25-34,f,jaket,100-300k,murah,Jarang,Kualitas,Offline,Selalu,Agak tertarik,Tidak,hitam,klasik
25-34,f,jaket,100-300k,murah,Jarang,Harga,Offline,Kadang,Agak tertarik,Ya,biru,formal
25-34,f,kemeja-casual,300-600k,sedang,Jarang,Harga,Sosmed,Selalu,Tidak tertarik,Ya,biru,formal
25-34,f,pakaian-pria,100-300k,murah,Jarang,Trend,Sosmed,Kadang,Agak tertarik,Tidak,hitam,klasik
25-34,f,kaos,<100k,murah,Jarang,Kualitas,Sosmed,Sering,Tertarik,Mungkin,hitam,kasual
25-34,m,jaket,300-600k,sedang,Setiap bulan,Harga,Marketplace,Kadang,Agak tertarik,Ya,netral,klasik
25-34,f,kaos,100-300k,murah,Setiap bulan,Harga,Sosmed,Kadang,Agak tertarik,Mungkin,pastel,kasual
25-34,m,pakaian-pria,100-300k,murah,Setiap bulan,Kualitas,Sosmed,Kadang,Tertarik,Mungkin,earth,formal
25-34,m,kaos,300-600k,sedang,Setiap minggu,Trend,Web brand,Kadang,Tidak tertarik,Tidak,coklat,kasual
25-34,m,jas,100-300k,sedang,Jarang,Trend,Offline,Tak pernah,Tertarik,Ya,vibrant,kasual
25-34,m,celana,100-300k,sedang,Setiap bulan,Trend,Marketplace,Kadang,Tertarik,Mungkin,netral,formal
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Web brand,Kadang,Tertarik,Mungkin,earth,klasik
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Web brand,Sering,Agak tertarik,Mungkin,netral,klasik
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Merek,Offline,Sering,Tertarik,Ya,pink,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Marketplace,Tak pernah,Tertarik,Ya,putih,formal
25-34,m,kemeja-casual,300-600k,sedang,Setiap minggu,Trend,Web brand,Tak pernah,Tidak tertarik,Ya,coklat,kasual
25-34,f,jaket,100-300k,murah,Setiap bulan,Merek,Web brand,Selalu,Tertarik,Mungkin,biru,klasik
25-34,m,kaos,<100k,murah,Jarang,Kualitas,Sosmed,Sering,Tertarik,Tidak,biru,klasik
25-34,m,pakaian-pria,<100k,murah,Beberapa bulan,Kualitas,Marketplace,Kadang,Tertarik,Ya,pink,formal
25-34,f,jaket,300-600k,sedang,Jarang,Merek,Marketplace,Selalu,Tertarik,Tidak,pastel,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Trend,Offline,Kadang,Tertarik,Ya,merah,formal
25-34,f,sweater,100-300k,murah,Setiap minggu,Harga,Sosmed,Kadang,Tertarik,Mungkin,earth,klasik
25-34,m,pakaian-pria,300-600k,sedang,Beberapa bulan,Harga,Offline,Selalu,Agak tertarik,Tidak,biru,formal
25-34,m,jas,100-300k,sedang,Setiap bulan,Trend,Offline,Kadang,Tidak tertarik,Ya,coklat,formal
25-34,m,pakaian-pria,300-600k,sedang,Jarang,Merek,Sosmed,Sering,Tidak tertarik,Tidak,pastel,formal
25-34,f,sweater,100-300k,murah,Jarang,Trend,Marketplace,Selalu,Agak tertarik,Mungkin,vibrant,kasual
25-34,f,pakaian-pria,300-600k,sedang,Setiap minggu,Trend,Sosmed,Kadang,Agak tertarik,Ya,coklat,kasual
25-34,m,jas,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Kadang,Tidak tertarik,Ya,pastel,formal
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Trend,Web brand,Selalu,Agak tertarik,Ya,hitam,formal
25-34,f,jas,100-300k,sedang,Setiap minggu,Harga,Sosmed,Selalu,Tidak tertarik,Tidak,netral,kasual
25-34,m,jas,300-600k,sedang,Beberapa bulan,Merek,Offline,Tak pernah,Agak tertarik,Ya,hitam,klasik
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Offline,Kadang,Tidak tertarik,Tidak,pastel,formal
