age_group,gender,category,budget_band,price_band,buy_freq,buy_factor,channel_main,review_consider,eco_interest,eco_paymore,brand_preference,style_pref
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Merek,Marketplace,Tak pernah,Agak tertarik,Ya,vibrant,formal
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,abu,minimalis
25-34,f,pakaian-pria,<100k,murah,Jarang,Trend,Offline,Kadang,Agak tertarik,Tidak,earth,kasual
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Merek,Offline,Tak pernah,Tidak tertarik,Mungkin,pink,kasual
25-34,f,kemeja-casual,300-600k,sedang,Jarang,Harga,Web brand,Sering,Tidak tertarik,Tidak,earth,vintage
25-34,f,sweater,300-600k,sedang,Setiap bulan,Harga,Web brand,Tak pernah,Tertarik,Tidak,vibrant,vintage
25-34,m,kaos,100-300k,murah,Setiap bulan,Kualitas,Marketplace,Kadang,Tertarik,Mungkin,netral,formal
25-34,m,jas,100-300k,sedang,Setiap bulan,Harga,Marketplace,Selalu,Tidak tertarik,Ya,pastel,minimalis
25-34,f,jas,100-300k,sedang,Setiap bulan,Trend,Offline,Kadang,Agak tertarik,Tidak,pastel,formal
25-34,f,jaket,300-600k,sedang,Jarang,Harga,Web brand,Kadang,Tertarik,Mungkin,merah,sporty
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Harga,Sosmed,Selalu,Tidak tertarik,Tidak,netral,kasual
25-34,m,kaos-polo,100-300k,sedang,Setiap bulan,Trend,Web brand,Kadang,Agak tertarik,Mungkin,putih,kasual
25-34,m,jaket,300-600k,sedang,Setiap minggu,Trend,Sosmed,Kadang,Agak tertarik,Ya,hijau,vintage
25-34,f,kaos-kaki,100-300k,sedang,Setiap minggu,Merek,Web brand,Tak pernah,Agak tertarik,Ya,putih,minimalis
25-34,m,\N,>600k,mahal,Beberapa bulan,Merek,Offline,Sering,Tidak tertarik,Mungkin,earth,kasual
25-34,f,celana,100-300k,sedang,Setiap minggu,Trend,Marketplace,Sering,Agak tertarik,Mungkin,putih,vintage
25-34,m,kaos-polo,300-600k,sedang,Beberapa bulan,Harga,Sosmed,Selalu,Tidak tertarik,Tidak,coklat,vintage
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Sosmed,Selalu,Agak tertarik,Tidak,biru,minimalis
25-34,f,pakaian-pria,100-300k,sedang,Setiap minggu,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,abu,kasual
25-34,m,sweater,100-300k,sedang,Setiap bulan,Harga,Marketplace,Selalu,Tidak tertarik,Ya,pastel,kasual
25-34,m,pakaian-pria,100-300k,murah,Jarang,Trend,Marketplace,Sering,Tertarik,Mungkin,hijau,kasual
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Marketplace,Tak pernah,Tertarik,Ya,putih,vintage
25-34,m,kaos,300-600k,sedang,Setiap minggu,Harga,Sosmed,Kadang,Agak tertarik,Ya,vibrant,kasual
25-34,m,pakaian-wanita,100-300k,sedang,Jarang,Kualitas,Marketplace,Selalu,Tertarik,Tidak,hitam,formal
25-34,f,jaket,300-600k,sedang,Setiap minggu,Merek,Marketplace,Selalu,Tertarik,Mungkin,biru,sporty
25-34,m,sweater,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Tertarik,Tidak,biru,vintage
25-34,f,celana,100-300k,sedang,Setiap minggu,Harga,Sosmed,Tak pernah,Agak tertarik,Mungkin,netral,minimalis
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Trend,Offline,Kadang,Tertarik,Ya,pastel,formal
25-34,f,kaos,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Tidak,pink,kasual
25-34,m,pakaian-pria,<100k,murah,Setiap bulan,Kualitas,Offline,Kadang,Agak tertarik,Mungkin,biru,minimalis
25-34,f,pakaian-pria,<100k,murah,Jarang,Harga,Offline,Tak pernah,Tertarik,Ya,netral,kasual
25-34,f,kaos,100-300k,murah,Beberapa bulan,Harga,Offline,Tak pernah,Agak tertarik,Mungkin,hitam,sporty
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Web brand,Sering,Agak tertarik,Mungkin,pastel,vintage
25-34,f,pakaian-pria,<100k,murah,Setiap minggu,Kualitas,Sosmed,Sering,Tidak tertarik,Tidak,pastel,vintage
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Ya,vibrant,minimalis
25-34,f,jas,<100k,murah,Beberapa bulan,Kualitas,Web brand,Sering,Tertarik,Tidak,pink,kasual
25-34,m,jas,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Tidak,merah,minimalis
25-34,m,pakaian-pria,<100k,murah,Jarang,Merek,Sosmed,Selalu,Agak tertarik,Tidak,hitam,minimalis
25-34,f,kemeja-casual,300-600k,sedang,Setiap minggu,Merek,Web brand,Selalu,Tidak tertarik,Mungkin,vibrant,vintage
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Harga,Offline,Kadang,Agak tertarik,Tidak,earth,sporty
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Trend,Marketplace,Kadang,Tidak tertarik,Tidak,hitam,vintage
25-34,f,sweater,300-600k,sedang,Jarang,Kualitas,Marketplace,Kadang,Agak tertarik,Tidak,pastel,vintage
25-34,m,kaos,100-300k,murah,Setiap minggu,Merek,Offline,Sering,Agak tertarik,Mungkin,netral,formal
25-34,f,kemeja-casual,300-600k,sedang,Beberapa bulan,Trend,Marketplace,Tak pernah,Agak tertarik,Mungkin,pastel,formal
25-34,m,kaos,100-300k,murah,Setiap minggu,Kualitas,Offline,Tak pernah,Agak tertarik,Mungkin,abu,kasual
25-34,f,pakaian-wanita,100-300k,sedang,Beberapa bulan,Harga,Offline,Sering,Tertarik,Mungkin,hitam,sporty
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Trend,Sosmed,Selalu,Tidak tertarik,Tidak,abu,minimalis
25-34,m,jas,<100k,murah,Setiap minggu,Trend,Sosmed,Tak pernah,Agak tertarik,Tidak,hitam,kasual
25-34,m,dress,300-600k,sedang,Setiap bulan,Kualitas,Sosmed,Tak pernah,Tidak tertarik,Ya,hitam,vintage
25-34,m,jaket,300-600k,sedang,Setiap minggu,Trend,Offline,Sering,Tertarik,Ya,pink,sporty
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Sering,Tertarik,Tidak,kuning,kasual
25-34,f,jaket,100-300k,murah,Jarang,Kualitas,Web brand,Kadang,Tertarik,Mungkin,pink,vintage
25-34,m,sweater,100-300k,murah,Setiap bulan,Merek,Offline,Selalu,Agak tertarik,Ya,hitam,vintage
25-34,m,kaos,300-600k,sedang,Setiap bulan,Merek,Offline,Sering,Agak tertarik,Tidak,pastel,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Kualitas,Sosmed,Kadang,Tidak tertarik,Tidak,hitam,formal
25-34,m,kaos-polo,300-600k,sedang,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,vintage
25-34,f,\N,>600k,mahal,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Mungkin,earth,kasual
25-34,m,jas,<100k,murah,Jarang,Merek,Web brand,Selalu,Tertarik,Tidak,vibrant,sporty
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,earth,formal
25-34,m,sweater,<100k,murah,Setiap bulan,Harga,Web brand,Kadang,Tidak tertarik,Ya,earth,minimalis
25-34,m,jaket,100-300k,murah,Setiap bulan,Harga,Marketplace,Tak pernah,Tidak tertarik,Mungkin,coklat,sporty
25-34,m,aksesori,<100k,murah,Jarang,Merek,Offline,Tak pernah,Tertarik,Tidak,earth,formal
25-34,f,sweater,300-600k,sedang,Setiap minggu,Kualitas,Offline,Kadang,Agak tertarik,Tidak,vibrant,minimalis
25-34,f,kaos,100-300k,murah,Setiap minggu,Merek,Sosmed,Kadang,Tidak tertarik,Tidak,coklat,formal
25-34,m,kaos,<100k,murah,Setiap bulan,Merek,Offline,Tak pernah,Agak tertarik,Tidak,kuning,sporty
25-34,m,kaos,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Kadang,Tidak tertarik,Ya,kuning,minimalis
25-34,m,celana,300-600k,sedang,Jarang,Trend,Marketplace,Kadang,Agak tertarik,Ya,merah,kasual
25-34,m,kaos,300-600k,sedang,Setiap minggu,Kualitas,Web brand,Tak pernah,Tertarik,Ya,merah,kasual
25-34,f,jas,100-300k,sedang,Beberapa bulan,Harga,Web brand,Kadang,Tidak tertarik,Ya,vibrant,formal
25-34,f,sweater,<100k,murah,Setiap minggu,Merek,Sosmed,Selalu,Agak tertarik,Ya,putih,vintage
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Sosmed,Selalu,Tertarik,Tidak,hitam,formal
25-34,m,dress,300-600k,sedang,Setiap minggu,Kualitas,Offline,Kadang,Tertarik,Ya,abu,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Merek,Web brand,Sering,Agak tertarik,Ya,pastel,sporty
25-34,m,pakaian-pria,300-600k,sedang,Setiap minggu,Harga,Sosmed,Sering,Tidak tertarik,Ya,abu,kasual
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Marketplace,Sering,Agak tertarik,Tidak,putih,vintage
25-34,m,jaket,300-600k,sedang,Setiap minggu,Harga,Sosmed,Kadang,Tertarik,Tidak,hitam,kasual
25-34,m,jaket,100-300k,sedang,Setiap minggu,Trend,Sosmed,Kadang,Agak tertarik,Tidak,hitam,minimalis
25-34,f,jaket,300-600k,sedang,Jarang,Trend,Web brand,Selalu,Tertarik,Ya,pastel,vintage
25-34,m,kemeja-casual,300-600k,sedang,Jarang,Kualitas,Sosmed,Tak pernah,Agak tertarik,Tidak,earth,formal
25-34,f,pakaian-wanita,300-600k,sedang,Jarang,Merek,Web brand,Selalu,Agak tertarik,Ya,coklat,kasual
25-34,m,kaos,<100k,murah,Setiap minggu,Harga,Offline,Sering,Tidak tertarik,Mungkin,abu,kasual
25-34,m,kaos,100-300k,murah,Setiap minggu,Trend,Offline,Sering,Agak tertarik,Tidak,earth,kasual
25-34,m,jas,100-300k,sedang,Setiap bulan,Harga,Offline,Kadang,Agak tertarik,Tidak,hitam,minimalis
25-34,f,kaos,<100k,murah,Setiap minggu,Harga,Sosmed,Tak pernah,Agak tertarik,Tidak,hitam,vintage
25-34,m,kaos,300-600k,sedang,Setiap minggu,Kualitas,Marketplace,Sering,Agak tertarik,Tidak,netral,formal
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Kualitas,Web brand,Sering,Tidak tertarik,Mungkin,vibrant,sporty
25-34,f,pakaian-pria,100-300k,murah,Jarang,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,netral,minimalis
25-34,m,jaket,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Tertarik,Mungkin,pastel,sporty
25-34,f,kaos-kaki,300-600k,sedang,Setiap minggu,Trend,Web brand,Sering,Tertarik,Mungkin,pastel,vintage
25-34,f,aksesori,<100k,murah,Setiap bulan,Harga,Offline,Tak pernah,Tertarik,Tidak,hijau,formal
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Trend,Web brand,Sering,Agak tertarik,Mungkin,vibrant,vintage
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Merek,Web brand,Selalu,Tidak tertarik,Mungkin,merah,kasual
25-34,m,celana,100-300k,sedang,Jarang,Kualitas,Web brand,Tak pernah,Agak tertarik,Tidak,vibrant,kasual
25-34,f,pakaian-pria,100-300k,sedang,Beberapa bulan,Trend,Sosmed,Selalu,Agak tertarik,Ya,pastel,vintage
25-34,f,kaos,100-300k,murah,Beberapa bulan,Kualitas,Offline,Selalu,Tertarik,Tidak,vibrant,kasual
25-34,f,kaos,100-300k,murah,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Ya,pink,formal
25-34,m,sweater,300-600k,sedang,Jarang,Trend,Offline,Sering,Agak tertarik,Mungkin,vibrant,kasual
25-34,m,kaos,300-600k,sedang,Setiap minggu,Trend,Sosmed,Selalu,Tertarik,Mungkin,coklat,formal
25-34,m,jas,300-600k,sedang,Setiap bulan,Trend,Offline,Tak pernah,Tertarik,Ya,hijau,minimalis
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Tak pernah,Agak tertarik,Tidak,hijau,formal
25-34,f,jas,100-300k,sedang,Jarang,Merek,Marketplace,Selalu,Tertarik,Mungkin,putih,kasual
25-34,f,aksesori,<100k,murah,Setiap minggu,Merek,Sosmed,Selalu,Tidak tertarik,Tidak,pink,sporty
25-34,m,jaket,300-600k,sedang,Setiap bulan,Harga,Marketplace,Kadang,Agak tertarik,Ya,netral,minimalis
25-34,f,kaos,100-300k,murah,Jarang,Trend,Marketplace,Selalu,Tertarik,Tidak,merah,kasual
25-34,m,\N,>600k,mahal,Jarang,Trend,Marketplace,Sering,Agak tertarik,Ya,hitam,vintage
25-34,m,kaos,<100k,murah,Setiap minggu,Merek,Sosmed,Sering,Agak tertarik,Tidak,abu,minimalis
25-34,m,kaos,100-300k,murah,Beberapa bulan,Harga,Sosmed,Kadang,Tertarik,Tidak,hijau,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Ya,vibrant,kasual
25-34,m,kaos-kaki,100-300k,sedang,Jarang,Trend,Sosmed,Kadang,Agak tertarik,Ya,hijau,vintage
25-34,f,kemeja-casual,300-600k,sedang,Beberapa bulan,Trend,Sosmed,Selalu,Tertarik,Ya,vibrant,sporty
25-34,m,kaos,<100k,murah,Setiap minggu,Trend,Offline,Kadang,Tidak tertarik,Ya,coklat,vintage
25-34,f,kaos,<100k,murah,Setiap minggu,Trend,Web brand,Kadang,Tertarik,Tidak,merah,minimalis
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Kadang,Agak tertarik,Tidak,putih,minimalis
25-34,m,kaos,100-300k,murah,Beberapa bulan,Harga,Marketplace,Sering,Tertarik,Mungkin,pastel,kasual
25-34,m,celana,300-600k,sedang,Setiap minggu,Kualitas,Sosmed,Selalu,Tertarik,Mungkin,putih,vintage
25-34,m,jas,100-300k,sedang,Jarang,Kualitas,Marketplace,Sering,Tertarik,Ya,merah,vintage
25-34,m,aksesori,<100k,murah,Setiap minggu,Trend,Web brand,Kadang,Tertarik,Mungkin,earth,vintage
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Tidak,pink,kasual
25-34,f,kaos,100-300k,murah,Beberapa bulan,Merek,Offline,Selalu,Tertarik,Tidak,pink,formal
25-34,f,jas,<100k,murah,Jarang,Harga,Web brand,Tak pernah,Tertarik,Ya,putih,vintage
25-34,m,jas,<100k,murah,Jarang,Trend,Offline,Selalu,Agak tertarik,Tidak,biru,formal
25-34,f,jaket,100-300k,murah,Jarang,Harga,Sosmed,Sering,Tertarik,Tidak,abu,formal
25-34,f,kaos,<100k,murah,Beberapa bulan,Merek,Sosmed,Kadang,Agak tertarik,Mungkin,hijau,kasual
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Merek,Offline,Tak pernah,Agak tertarik,Mungkin,pastel,sporty
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Web brand,Tak pernah,Agak tertarik,Mungkin,hitam,formal
25-34,f,pakaian-pria,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Kadang,Agak tertarik,Tidak,hitam,vintage
25-34,m,sweater,<100k,murah,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,minimalis
25-34,f,dress,300-600k,sedang,Jarang,Kualitas,Web brand,Sering,Tertarik,Tidak,putih,vintage
25-34,m,kaos-polo,100-300k,sedang,Setiap minggu,Merek,Offline,Tak pernah,Tidak tertarik,Mungkin,pastel,minimalis
25-34,m,jas,100-300k,sedang,Jarang,Merek,Sosmed,Selalu,Tertarik,Ya,pastel,vintage
25-34,f,kaos,<100k,murah,Jarang,Harga,Offline,Tak pernah,Tidak tertarik,Tidak,abu,minimalis
25-34,f,jaket,100-300k,murah,Jarang,Trend,Sosmed,Tak pernah,Tidak tertarik,Tidak,coklat,formal
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Kualitas,Sosmed,Kadang,Tidak tertarik,Tidak,hitam,minimalis
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Marketplace,Selalu,Tertarik,Tidak,biru,formal
25-34,f,jas,100-300k,sedang,Jarang,Trend,Marketplace,Tak pernah,Tertarik,Ya,abu,kasual
25-34,f,kaos-polo,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Kadang,Tertarik,Mungkin,earth,sporty
25-34,m,jas,100-300k,sedang,Setiap minggu,Kualitas,Sosmed,Selalu,Tidak tertarik,Tidak,biru,vintage
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Sosmed,Sering,Tertarik,Mungkin,earth,minimalis
25-34,f,jas,<100k,murah,Jarang,Harga,Offline,Tak pernah,Tidak tertarik,Ya,pink,sporty
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Harga,Web brand,Sering,Tertarik,Mungkin,hitam,formal
25-34,f,pakaian-pria,100-300k,sedang,Jarang,Trend,Offline,Selalu,Tidak tertarik,Tidak,kuning,kasual
25-34,m,jas,100-300k,sedang,Setiap bulan,Trend,Offline,Kadang,Tidak tertarik,Ya,coklat,formal
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Merek,Web brand,Sering,Agak tertarik,Ya,pastel,minimalis
25-34,m,pakaian-pria,<100k,murah,Beberapa bulan,Merek,Sosmed,Sering,Agak tertarik,Mungkin,merah,kasual
25-34,f,celana,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Sering,Tidak tertarik,Mungkin,earth,vintage
35+,m,\N,>600k,mahal,Setiap bulan,Harga,Marketplace,Sering,Agak tertarik,Mungkin,netral,kasual
25-34,f,jas,100-300k,sedang,Beberapa bulan,Harga,Sosmed,Sering,Tertarik,Mungkin,hitam,sporty
25-34,m,kaos,100-300k,murah,Beberapa bulan,Kualitas,Sosmed,Sering,Tidak tertarik,Ya,pastel,sporty
25-34,f,jaket,100-300k,murah,Setiap minggu,Kualitas,Offline,Selalu,Tertarik,Mungkin,putih,vintage
25-34,f,kaos,100-300k,sedang,Setiap minggu,Harga,Offline,Selalu,Agak tertarik,Mungkin,pastel,minimalis
25-34,m,sweater,300-600k,sedang,Jarang,Kualitas,Offline,Sering,Agak tertarik,Mungkin,vibrant,minimalis
25-34,m,sweater,300-600k,sedang,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,hijau,kasual
25-34,f,jaket,300-600k,sedang,Setiap minggu,Trend,Offline,Tak pernah,Agak tertarik,Tidak,vibrant,formal
25-34,m,sweater,100-300k,murah,Beberapa bulan,Merek,Sosmed,Tak pernah,Agak tertarik,Tidak,vibrant,sporty
25-34,m,jas,100-300k,sedang,Setiap bulan,Harga,Offline,Selalu,Agak tertarik,Ya,hijau,kasual
25-34,m,kaos,<100k,murah,Beberapa bulan,Kualitas,Sosmed,Selalu,Tertarik,Mungkin,earth,formal
25-34,m,pakaian-pria,100-300k,sedang,Setiap bulan,Kualitas,Sosmed,Kadang,Tertarik,Mungkin,earth,formal
25-34,m,jas,300-600k,sedang,Jarang,Merek,Sosmed,Kadang,Tidak tertarik,Tidak,biru,minimalis
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Merek,Offline,Sering,Tertarik,Ya,pink,kasual
25-34,f,kaos-polo,300-600k,sedang,Setiap minggu,Kualitas,Marketplace,Sering,Tidak tertarik,Mungkin,abu,vintage
25-34,f,sweater,100-300k,murah,Setiap minggu,Kualitas,Sosmed,Kadang,Tidak tertarik,Ya,netral,vintage
25-34,m,kaos,300-600k,sedang,Setiap minggu,Trend,Web brand,Kadang,Tidak tertarik,Tidak,abu,sporty
25-34,m,jaket,100-300k,murah,Setiap bulan,Kualitas,Web brand,Sering,Tertarik,Mungkin,vibrant,formal
25-34,m,pakaian-pria,100-300k,murah,Beberapa bulan,Trend,Marketplace,Tak pernah,Tidak tertarik,Ya,vibrant,kasual
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Merek,Marketplace,Kadang,Tertarik,Ya,hitam,kasual
25-34,f,sweater,<100k,murah,Setiap minggu,Kualitas,Sosmed,Selalu,Tertarik,Ya,pink,minimalis
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Sosmed,Sering,Tertarik,Ya,earth,sporty
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Selalu,Agak tertarik,Tidak,biru,kasual
25-34,f,sweater,300-600k,sedang,Jarang,Kualitas,Marketplace,Sering,Agak tertarik,Ya,kuning,vintage
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Kualitas,Sosmed,Selalu,Agak tertarik,Mungkin,kuning,sporty
25-34,f,\N,>600k,mahal,Setiap bulan,Harga,Web brand,Tak pernah,Tertarik,Ya,pastel,minimalis
25-34,f,jaket,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,putih,kasual
25-34,f,kaos,100-300k,murah,Setiap bulan,Merek,Marketplace,Selalu,Tidak tertarik,Ya,biru,sporty
25-34,m,pakaian-pria,300-600k,sedang,Setiap bulan,Merek,Sosmed,Tak pernah,Tertarik,Mungkin,hitam,vintage
25-34,f,aksesori,<100k,murah,Beberapa bulan,Harga,Web brand,Tak pernah,Tidak tertarik,Mungkin,pastel,sporty
25-34,f,kaos,300-600k,sedang,Setiap bulan,Merek,Web brand,Selalu,Tidak tertarik,Tidak,pink,sporty
25-34,f,jas,100-300k,sedang,Jarang,Merek,Sosmed,Selalu,Tertarik,Tidak,pastel,formal
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Mungkin,pastel,kasual
25-34,m,jaket,100-300k,murah,Jarang,Merek,Sosmed,Selalu,Agak tertarik,Ya,pastel,sporty
25-34,m,pakaian-pria,300-600k,sedang,Setiap bulan,Merek,Marketplace,Selalu,Agak tertarik,Ya,netral,minimalis
25-34,f,jaket,300-600k,sedang,Setiap minggu,Harga,Marketplace,Kadang,Agak tertarik,Tidak,hitam,minimalis
25-34,m,jas,100-300k,sedang,Beberapa bulan,Kualitas,Web brand,Selalu,Tidak tertarik,Mungkin,netral,kasual
25-34,f,pakaian-pria,100-300k,murah,Setiap bulan,Harga,Marketplace,Selalu,Tertarik,Mungkin,biru,minimalis
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Sosmed,Selalu,Tertarik,Mungkin,putih,formal
25-34,f,jas,<100k,murah,Setiap bulan,Trend,Web brand,Selalu,Tertarik,Tidak,earth,formal
25-34,m,jaket,100-300k,murah,Jarang,Harga,Marketplace,Tak pernah,Tertarik,Ya,merah,kasual
25-34,f,jas,100-300k,sedang,Jarang,Merek,Web brand,Sering,Tertarik,Ya,merah,formal
25-34,m,pakaian-pria,100-300k,murah,Jarang,Merek,Offline,Kadang,Agak tertarik,Mungkin,abu,sporty
25-34,f,jas,100-300k,sedang,Setiap bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Ya,earth,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Kualitas,Web brand,Sering,Tertarik,Ya,earth,vintage
25-34,f,jas,300-600k,sedang,Jarang,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,putih,minimalis
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Merek,Offline,Tak pernah,Tidak tertarik,Ya,pastel,formal
25-34,m,celana,100-300k,sedang,Setiap minggu,Kualitas,Offline,Selalu,Tertarik,Ya,biru,minimalis
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Tidak,hitam,kasual
25-34,f,pakaian-pria,100-300k,sedang,Jarang,Harga,Web brand,Kadang,Tidak tertarik,Mungkin,biru,minimalis
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Agak tertarik,Ya,hijau,vintage
25-34,m,kaos-polo,<100k,murah,Beberapa bulan,Harga,Web brand,Kadang,Agak tertarik,Ya,pastel,minimalis
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Kadang,Tertarik,Ya,coklat,kasual
25-34,m,kaos,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Sering,Tertarik,Mungkin,hitam,minimalis
25-34,m,sweater,<100k,murah,Beberapa bulan,Trend,Offline,Selalu,Agak tertarik,Ya,netral,minimalis
25-34,m,kaos,100-300k,murah,Setiap minggu,Kualitas,Offline,Kadang,Tidak tertarik,Mungkin,coklat,minimalis
25-34,m,kaos,300-600k,sedang,Setiap minggu,Kualitas,Offline,Kadang,Tidak tertarik,Mungkin,abu,vintage
25-34,m,jas,100-300k,sedang,Setiap minggu,Harga,Marketplace,Tak pernah,Tertarik,Ya,coklat,minimalis
25-34,m,kaos-kaki,100-300k,sedang,Setiap minggu,Merek,Sosmed,Tak pernah,Tidak tertarik,Ya,abu,formal
25-34,m,kaos-polo,100-300k,sedang,Setiap bulan,Kualitas,Offline,Tak pernah,Tertarik,Tidak,vibrant,sporty
25-34,f,jaket,100-300k,murah,Jarang,Kualitas,Marketplace,Kadang,Agak tertarik,Tidak,pastel,vintage
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Harga,Offline,Kadang,Tidak tertarik,Mungkin,abu,kasual
25-34,f,kaos-kaki,100-300k,sedang,Setiap bulan,Kualitas,Offline,Kadang,Tertarik,Ya,netral,vintage
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Selalu,Tidak tertarik,Ya,hitam,sporty
25-34,f,kaos,100-300k,murah,Jarang,Kualitas,Offline,Kadang,Agak tertarik,Mungkin,netral,vintage
25-34,f,kaos,100-300k,murah,Setiap minggu,Merek,Web brand,Selalu,Agak tertarik,Tidak,pastel,vintage
25-34,m,jaket,300-600k,sedang,Setiap bulan,Harga,Web brand,Selalu,Agak tertarik,Ya,putih,vintage
25-34,m,jas,<100k,murah,Jarang,Merek,Marketplace,Kadang,Tidak tertarik,Ya,hitam,minimalis
25-34,f,pakaian-pria,100-300k,sedang,Beberapa bulan,Kualitas,Web brand,Sering,Agak tertarik,Mungkin,merah,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Offline,Tak pernah,Tertarik,Ya,hitam,kasual
25-34,m,pakaian-pria,300-600k,sedang,Setiap minggu,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,hitam,kasual
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Offline,Kadang,Agak tertarik,Tidak,earth,sporty
25-34,f,pakaian-pria,<100k,murah,Setiap bulan,Merek,Marketplace,Kadang,Agak tertarik,Ya,biru,kasual
25-34,m,kaos,100-300k,sedang,Jarang,Kualitas,Web brand,Tak pernah,Tertarik,Ya,hitam,formal
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Tidak,pink,kasual
25-34,m,jaket,300-600k,sedang,Setiap minggu,Harga,Web brand,Tak pernah,Tidak tertarik,Tidak,merah,minimalis
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Marketplace,Tak pernah,Tertarik,Ya,pink,vintage
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Sosmed,Kadang,Tidak tertarik,Tidak,earth,formal
